"title","species","cultivar","treatment","curve_no","ci","a","measurement_co2_micromol_mol_1","n","doy","measurement_time","setting","latitude","longitude","soil_type","growth_fertilization","experiment_fertilization","growth_watering","mean_annual_rainfall_mm","experiment_watering","growth_day_length_h","growth_ppfd","measurement_ppfd","growth_rh_day_pcntj","growth_rh_night_pcntj","measurement_rh_pcntj","growth_vpd","measurement_vpd_k_pa","growth_t_day","growth_t_night","mean_growth_season_t","max_growth_season_t","min_growth_season_t","measurement_t","growth_co2_day_micromol_mol_1","growth_co2_night_micromol_mol_1","gs_growth_ca","leaf","gas_exchange_equipment"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NO3- fertilized 1100 microE",637,371.8,32.68892165,".","4",".",".","growth chamber",".",".","nutrient solution","normal","1100 microE NO3-","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NO3- fertilized 1100 microE",637,572.6,32.0062261,".","4",".",".","growth chamber",".",".","nutrient solution","normal","1100 microE NO3-","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NO3- fertilized 1100 microE",637,211,29.63329355,".","4",".",".","growth chamber",".",".","nutrient solution","normal","1100 microE NO3-","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NO3- fertilized 1100 microE",637,141,26.76133688,".","4",".",".","growth chamber",".",".","nutrient solution","normal","1100 microE NO3-","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NO3- fertilized 1100 microE",637,83.5,19.93324543,".","4",".",".","growth chamber",".",".","nutrient solution","normal","1100 microE NO3-","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NO3- fertilized 1100 microE",637,63.8,15.78296017,".","4",".",".","growth chamber",".",".","nutrient solution","normal","1100 microE NO3-","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NO3- fertilized 1100 microE",637,41.4,11.1021813,".","4",".",".","growth chamber",".",".","nutrient solution","normal","1100 microE NO3-","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NO3- fertilized 1100 microE",638,271.1,35.98987699,".","4",".",".","growth chamber",".",".","nutrient solution","normal","1100 microE NO3-","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NO3- fertilized 1100 microE",638,333.2,35.83179278,".","4",".",".","growth chamber",".",".","nutrient solution","normal","1100 microE NO3-","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NO3- fertilized 1100 microE",638,493.7,35.31661926,".","4",".",".","growth chamber",".",".","nutrient solution","normal","1100 microE NO3-","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NO3- fertilized 1100 microE",638,201,33.31750752,".","4",".",".","growth chamber",".",".","nutrient solution","normal","1100 microE NO3-","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NO3- fertilized 1100 microE",638,134.4,30.40795858,".","4",".",".","growth chamber",".",".","nutrient solution","normal","1100 microE NO3-","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NO3- fertilized 1100 microE",638,79.3,22.43117422,".","4",".",".","growth chamber",".",".","nutrient solution","normal","1100 microE NO3-","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NO3- fertilized 1100 microE",638,56.2,17.04899459,".","4",".",".","growth chamber",".",".","nutrient solution","normal","1100 microE NO3-","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NO3- fertilized 1100 microE",638,37.6,12.10606322,".","4",".",".","growth chamber",".",".","nutrient solution","normal","1100 microE NO3-","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NO3- fertilized 1100 microE",639,254.7,33.74445675,".","4",".",".","growth chamber",".",".","nutrient solution","normal","1100 microE NO3-","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NO3- fertilized 1100 microE",639,332.2,32.95382486,".","4",".",".","growth chamber",".",".","nutrient solution","normal","1100 microE NO3-","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NO3- fertilized 1100 microE",639,483,32.5835883,".","4",".",".","growth chamber",".",".","nutrient solution","normal","1100 microE NO3-","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NO3- fertilized 1100 microE",639,192,32.21574044,".","4",".",".","growth chamber",".",".","nutrient solution","normal","1100 microE NO3-","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NO3- fertilized 1100 microE",639,124.7,29.5901711,".","4",".",".","growth chamber",".",".","nutrient solution","normal","1100 microE NO3-","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NO3- fertilized 1100 microE",639,72.7,23.19110897,".","4",".",".","growth chamber",".",".","nutrient solution","normal","1100 microE NO3-","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NO3- fertilized 1100 microE",639,52.9,18.06359499,".","4",".",".","growth chamber",".",".","nutrient solution","normal","1100 microE NO3-","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NO3- fertilized 1100 microE",639,35.3,12.83469483,".","4",".",".","growth chamber",".",".","nutrient solution","normal","1100 microE NO3-","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NO3- fertilized 1100 microE",640,138,27.72335519,".","4",".",".","growth chamber",".",".","nutrient solution","normal","1100 microE NO3-","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NO3- fertilized 1100 microE",640,84.2,20.54973661,".","4",".",".","growth chamber",".",".","nutrient solution","normal","1100 microE NO3-","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NO3- fertilized 1100 microE",640,59.9,15.39435409,".","4",".",".","growth chamber",".",".","nutrient solution","normal","1100 microE NO3-","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NO3- fertilized 1100 microE",640,40.6,10.54910233,".","4",".",".","growth chamber",".",".","nutrient solution","normal","1100 microE NO3-","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NO3- fertilized 1100 microE",640,290.3,34.28345195,".","4",".",".","growth chamber",".",".","nutrient solution","normal","1100 microE NO3-","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NO3- fertilized 1100 microE",640,365.6,35.24142495,".","4",".",".","growth chamber",".",".","nutrient solution","normal","1100 microE NO3-","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NO3- fertilized 1100 microE",640,566.7,34.94695952,".","4",".",".","growth chamber",".",".","nutrient solution","normal","1100 microE NO3-","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NO3- fertilized 1100 microE",640,210,31.93391186,".","4",".",".","growth chamber",".",".","nutrient solution","normal","1100 microE NO3-","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NO3- fertilized 1000 microE",641,280,22.5,".","4",".",".","growth chamber",".",".","nutrient solution","normal","1000 microE NO3-","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NO3- fertilized 1000 microE",641,613,27.6,".","4",".",".","growth chamber",".",".","nutrient solution","normal","1000 microE NO3-","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NO3- fertilized 1000 microE",641,888,28.9,".","4",".",".","growth chamber",".",".","nutrient solution","normal","1000 microE NO3-","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NO3- fertilized 1000 microE",641,1370,29.3,".","4",".",".","growth chamber",".",".","nutrient solution","normal","1000 microE NO3-","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NO3- fertilized 1000 microE",641,1860,23.9,".","4",".",".","growth chamber",".",".","nutrient solution","normal","1000 microE NO3-","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NO3- fertilized 1000 microE",641,157,11.3,".","4",".",".","growth chamber",".",".","nutrient solution","normal","1000 microE NO3-","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NO3- fertilized 1000 microE",641,116,8.82,".","4",".",".","growth chamber",".",".","nutrient solution","normal","1000 microE NO3-","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NO3- fertilized 1000 microE",641,77,5.16,".","4",".",".","growth chamber",".",".","nutrient solution","normal","1000 microE NO3-","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NO3- fertilized 1000 microE",641,64.1,2.83,".","4",".",".","growth chamber",".",".","nutrient solution","normal","1000 microE NO3-","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NO3- fertilized 1000 microE",641,46.2,0.727,".","4",".",".","growth chamber",".",".","nutrient solution","normal","1000 microE NO3-","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NO3- fertilized 1000 microE",641,31.6,-0.99,".","4",".",".","growth chamber",".",".","nutrient solution","normal","1000 microE NO3-","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NO3- fertilized 1000 microE",642,270,22.6,".","4",".",".","growth chamber",".",".","nutrient solution","normal","1000 microE NO3-","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NO3- fertilized 1000 microE",642,268,22.7,".","4",".",".","growth chamber",".",".","nutrient solution","normal","1000 microE NO3-","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NO3- fertilized 1000 microE",642,593,29.3,".","4",".",".","growth chamber",".",".","nutrient solution","normal","1000 microE NO3-","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NO3- fertilized 1000 microE",642,855,31.7,".","4",".",".","growth chamber",".",".","nutrient solution","normal","1000 microE NO3-","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NO3- fertilized 1000 microE",642,1340,33.2,".","4",".",".","growth chamber",".",".","nutrient solution","normal","1000 microE NO3-","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NO3- fertilized 1000 microE",642,1800,36.9,".","4",".",".","growth chamber",".",".","nutrient solution","normal","1000 microE NO3-","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NO3- fertilized 1000 microE",642,158,9.39,".","4",".",".","growth chamber",".",".","nutrient solution","normal","1000 microE NO3-","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NO3- fertilized 1000 microE",642,116,7.81,".","4",".",".","growth chamber",".",".","nutrient solution","normal","1000 microE NO3-","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NO3- fertilized 1000 microE",642,80.7,4.6,".","4",".",".","growth chamber",".",".","nutrient solution","normal","1000 microE NO3-","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NO3- fertilized 1000 microE",642,65.6,2.13,".","4",".",".","growth chamber",".",".","nutrient solution","normal","1000 microE NO3-","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NO3- fertilized 1000 microE",642,49.1,-0.0975,".","4",".",".","growth chamber",".",".","nutrient solution","normal","1000 microE NO3-","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NO3- fertilized 1000 microE",642,37.6,-1.66,".","4",".",".","growth chamber",".",".","nutrient solution","normal","1000 microE NO3-","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NO3- fertilized 1000 microE",643,284,20.7,".","4",".",".","growth chamber",".",".","nutrient solution","normal","1000 microE NO3-","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NO3- fertilized 1000 microE",643,254,22.3,".","4",".",".","growth chamber",".",".","nutrient solution","normal","1000 microE NO3-","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NO3- fertilized 1000 microE",643,575,29.5,".","4",".",".","growth chamber",".",".","nutrient solution","normal","1000 microE NO3-","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NO3- fertilized 1000 microE",643,841,31.4,".","4",".",".","growth chamber",".",".","nutrient solution","normal","1000 microE NO3-","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NO3- fertilized 1000 microE",643,1300,35,".","4",".",".","growth chamber",".",".","nutrient solution","normal","1000 microE NO3-","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NO3- fertilized 1000 microE",643,1780,36.2,".","4",".",".","growth chamber",".",".","nutrient solution","normal","1000 microE NO3-","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NO3- fertilized 1000 microE",643,154,8.65,".","4",".",".","growth chamber",".",".","nutrient solution","normal","1000 microE NO3-","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NO3- fertilized 1000 microE",643,115,7.01,".","4",".",".","growth chamber",".",".","nutrient solution","normal","1000 microE NO3-","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NO3- fertilized 1000 microE",643,81.1,3.95,".","4",".",".","growth chamber",".",".","nutrient solution","normal","1000 microE NO3-","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NO3- fertilized 1000 microE",643,67.4,1.48,".","4",".",".","growth chamber",".",".","nutrient solution","normal","1000 microE NO3-","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NO3- fertilized 1000 microE",643,50.5,-0.436,".","4",".",".","growth chamber",".",".","nutrient solution","normal","1000 microE NO3-","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NO3- fertilized 1000 microE",643,39.6,-2.05,".","4",".",".","growth chamber",".",".","nutrient solution","normal","1000 microE NO3-","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NO3- fertilized 1000 microE",644,273,21.1,".","4",".",".","growth chamber",".",".","nutrient solution","normal","1000 microE NO3-","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NO3- fertilized 1000 microE",644,281,21.1,".","4",".",".","growth chamber",".",".","nutrient solution","normal","1000 microE NO3-","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NO3- fertilized 1000 microE",644,580,29.9,".","4",".",".","growth chamber",".",".","nutrient solution","normal","1000 microE NO3-","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NO3- fertilized 1000 microE",644,883,28,".","4",".",".","growth chamber",".",".","nutrient solution","normal","1000 microE NO3-","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NO3- fertilized 1000 microE",644,1370,23.2,".","4",".",".","growth chamber",".",".","nutrient solution","normal","1000 microE NO3-","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NO3- fertilized 1000 microE",644,1850,30.7,".","4",".",".","growth chamber",".",".","nutrient solution","normal","1000 microE NO3-","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NO3- fertilized 1000 microE",644,142,10.9,".","4",".",".","growth chamber",".",".","nutrient solution","normal","1000 microE NO3-","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NO3- fertilized 1000 microE",644,118,8.58,".","4",".",".","growth chamber",".",".","nutrient solution","normal","1000 microE NO3-","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NO3- fertilized 1000 microE",644,76.1,5.11,".","4",".",".","growth chamber",".",".","nutrient solution","normal","1000 microE NO3-","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NO3- fertilized 1000 microE",644,63.7,2.93,".","4",".",".","growth chamber",".",".","nutrient solution","normal","1000 microE NO3-","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
