"title","species","cultivar","treatment","curve_no","ci","a","measurement_co2_micromol_mol_1","n","doy","measurement_time","setting","latitude","longitude","soil_type","growth_fertilization","experiment_fertilization","growth_watering","mean_annual_rainfall_mm","experiment_watering","growth_day_length_h","growth_ppfd","measurement_ppfd","growth_rh_day_pcntj","growth_rh_night_pcntj","measurement_rh_pcntj","growth_vpd","measurement_vpd_k_pa","growth_t_day","growth_t_night","mean_growth_season_t","max_growth_season_t","min_growth_season_t","measurement_t","growth_co2_day_micromol_mol_1","growth_co2_night_micromol_mol_1","gs_growth_ca","leaf","gas_exchange_equipment"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NO3- fertilized 1000 microE",644,45.2,1.03,".","4",".",".","growth chamber",".",".","nutrient solution","normal","1000 microE NO3-","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NO3- fertilized 1000 microE",644,31.4,-0.743,".","4",".",".","growth chamber",".",".","nutrient solution","normal","1000 microE NO3-","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NO3- fertilized 1000 microE",644,282,20.2,".","4",".",".","growth chamber",".",".","nutrient solution","normal","1000 microE NO3-","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NH4+ fertilized 1100 microE",645,252.9,32.62471544,".","5",".",".","growth chamber",".",".","nutrient solution","normal","1100 microE NH4+","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NH4+ fertilized 1100 microE",645,510.2,32.92380524,".","5",".",".","growth chamber",".",".","nutrient solution","normal","1100 microE NH4+","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NH4+ fertilized 1100 microE",645,186.1,30.2588902,".","5",".",".","growth chamber",".",".","nutrient solution","normal","1100 microE NH4+","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NH4+ fertilized 1100 microE",645,124.4,27.44538505,".","5",".",".","growth chamber",".",".","nutrient solution","normal","1100 microE NH4+","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NH4+ fertilized 1100 microE",645,75.3,21.27621484,".","5",".",".","growth chamber",".",".","nutrient solution","normal","1100 microE NH4+","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NH4+ fertilized 1100 microE",646,262.2,31.47131736,".","5",".",".","growth chamber",".",".","nutrient solution","normal","1100 microE NH4+","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NH4+ fertilized 1100 microE",646,490,33.73122819,".","5",".",".","growth chamber",".",".","nutrient solution","normal","1100 microE NH4+","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NH4+ fertilized 1100 microE",646,204.3,29.31293935,".","5",".",".","growth chamber",".",".","nutrient solution","normal","1100 microE NH4+","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NH4+ fertilized 1100 microE",646,128.3,23.37947521,".","5",".",".","growth chamber",".",".","nutrient solution","normal","1100 microE NH4+","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NH4+ fertilized 1100 microE",646,84.7,17.34169896,".","5",".",".","growth chamber",".",".","nutrient solution","normal","1100 microE NH4+","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NH4+ fertilized 1100 microE",646,38.9,9.627203879,".","5",".",".","growth chamber",".",".","nutrient solution","normal","1100 microE NH4+","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NH4+ fertilized 1100 microE",647,280.4,34.1672497,".","5",".",".","growth chamber",".",".","nutrient solution","normal","1100 microE NH4+","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NH4+ fertilized 1100 microE",647,354.2,33.62606444,".","5",".",".","growth chamber",".",".","nutrient solution","normal","1100 microE NH4+","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NH4+ fertilized 1100 microE",647,523.1,33.42239689,".","5",".",".","growth chamber",".",".","nutrient solution","normal","1100 microE NH4+","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NH4+ fertilized 1100 microE",647,205.9,31.64340182,".","5",".",".","growth chamber",".",".","nutrient solution","normal","1100 microE NH4+","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NH4+ fertilized 1100 microE",647,135.9,29.33546052,".","5",".",".","growth chamber",".",".","nutrient solution","normal","1100 microE NH4+","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NH4+ fertilized 1100 microE",647,80.2,23.01905111,".","5",".",".","growth chamber",".",".","nutrient solution","normal","1100 microE NH4+","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NH4+ fertilized 1100 microE",647,56.3,18.05782107,".","5",".",".","growth chamber",".",".","nutrient solution","normal","1100 microE NH4+","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NH4+ fertilized 1100 microE",647,37.3,12.7765789,".","5",".",".","growth chamber",".",".","nutrient solution","normal","1100 microE NH4+","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NH4+ fertilized 1100 microE",648,284,33.84388544,".","5",".",".","growth chamber",".",".","nutrient solution","normal","1100 microE NH4+","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NH4+ fertilized 1100 microE",648,355.8,33.46847806,".","5",".",".","growth chamber",".",".","nutrient solution","normal","1100 microE NH4+","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NH4+ fertilized 1100 microE",648,527,32.24399249,".","5",".",".","growth chamber",".",".","nutrient solution","normal","1100 microE NH4+","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NH4+ fertilized 1100 microE",648,207,29.86371058,".","5",".",".","growth chamber",".",".","nutrient solution","normal","1100 microE NH4+","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NH4+ fertilized 1100 microE",648,134.1,27.30125757,".","5",".",".","growth chamber",".",".","nutrient solution","normal","1100 microE NH4+","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NH4+ fertilized 1100 microE",648,80.7,20.87562375,".","5",".",".","growth chamber",".",".","nutrient solution","normal","1100 microE NH4+","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NH4+ fertilized 1100 microE",648,57.6,15.51120024,".","5",".",".","growth chamber",".",".","nutrient solution","normal","1100 microE NH4+","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NH4+ fertilized 1100 microE",648,37,11.41463438,".","5",".",".","growth chamber",".",".","nutrient solution","normal","1100 microE NH4+","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NH4+ fertilized 1100 microE",649,294,29.75512062,".","5",".",".","growth chamber",".",".","nutrient solution","normal","1100 microE NH4+","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NH4+ fertilized 1100 microE",649,364.1,29.44198557,".","5",".",".","growth chamber",".",".","nutrient solution","normal","1100 microE NH4+","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NH4+ fertilized 1100 microE",649,548,29.08672385,".","5",".",".","growth chamber",".",".","nutrient solution","normal","1100 microE NH4+","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NH4+ fertilized 1100 microE",649,208.5,28.53650463,".","5",".",".","growth chamber",".",".","nutrient solution","normal","1100 microE NH4+","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NH4+ fertilized 1100 microE",649,139,26.0259762,".","5",".",".","growth chamber",".",".","nutrient solution","normal","1100 microE NH4+","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NH4+ fertilized 1100 microE",649,85.3,20.23532955,".","5",".",".","growth chamber",".",".","nutrient solution","normal","1100 microE NH4+","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NH4+ fertilized 1100 microE",649,60.3,15.62365392,".","5",".",".","growth chamber",".",".","nutrient solution","normal","1100 microE NH4+","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
"CO2 enrichment inhibits shoot nitrate assimilation in C3 but not C4 plants and slows growth under nitrate in C3 plants","Zea mays",".","NH4+ fertilized 1100 microE",649,39.2,10.90600941,".","5",".",".","growth chamber",".",".","nutrient solution","normal","1100 microE NH4+","nutrient solution",".",".","16","750","1000","70","60",".",".",".","24","16",".",".",".","26",".",".",".",".","VIA-500R"
